epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.12833,2.48459,3.17511,2.89436,0.01,0.68182,0.20116,0.05092,2.23678,3.05787,2.50618,0,0,0
2,2.11301,2.36719,3.42753,2.83409,0.00933,0.63636,0.17939,0.05128,2.27561,3.0608,2.5418,1.9934e-05,1.9934e-05,1.9934e-05
3,3.31524,2.30529,3.12068,2.90894,0.01,0.68182,0.17862,0.0514,2.33805,3.05884,2.58158,3.9736e-05,3.9736e-05,3.9736e-05
4,4.24012,2.3061,3.09974,2.76256,0.01,0.68182,0.16852,0.04506,2.44416,3.03128,2.62515,5.9406e-05,5.9406e-05,5.9406e-05
5,5.15562,2.36254,3.18682,2.88427,0.00933,0.63636,0.25444,0.07924,1.88402,2.91637,2.23843,7.8944e-05,7.8944e-05,7.8944e-05
6,6.21144,2.07157,3.03499,2.6101,0.01133,0.77273,0.32842,0.13356,1.40118,2.84857,1.98966,9.835e-05,9.835e-05,9.835e-05
7,7.21421,1.30677,2.62293,1.94558,0.01067,0.72727,0.32722,0.14738,1.43557,2.82625,1.99248,0.000117624,0.000117624,0.000117624
8,8.27898,1.48474,2.73822,2.19708,0.01333,0.90909,0.32017,0.17758,0.91705,2.63399,1.75333,0.000136766,0.000136766,0.000136766
9,9.35795,1.28167,2.83793,1.91005,0.20933,0.63636,0.3747,0.27969,0.84802,2.48667,1.66129,0.000155776,0.000155776,0.000155776
10,10.4083,1.01179,2.34741,1.68254,0.69303,0.61631,0.57138,0.35572,0.81769,2.386,1.61645,0.000174654,0.000174654,0.000174654
11,11.4474,0.94285,2.25242,1.61848,0.79076,0.68738,0.68915,0.42584,0.80405,2.25196,1.55566,0.0001934,0.0001934,0.0001934
12,12.4749,0.90748,2.02263,1.55149,0.74897,0.72727,0.59929,0.40826,0.78371,2.04691,1.47883,0.000212014,0.000212014,0.000212014
13,13.4698,0.92673,1.72632,1.56573,0.76381,0.72727,0.65332,0.50338,0.76684,1.86412,1.41009,0.000230496,0.000230496,0.000230496
14,14.4663,0.92439,1.57061,1.52406,0.95807,0.95455,0.95531,0.58059,0.7339,1.69371,1.36434,0.000248846,0.000248846,0.000248846
15,15.4389,0.82807,1.29646,1.47463,0.95729,0.95455,0.95607,0.67605,0.74798,1.41667,1.33103,0.000267064,0.000267064,0.000267064
16,16.4037,0.8476,1.15864,1.46011,0.92321,0.90909,0.9875,0.72368,0.64311,1.43891,1.36231,0.00028515,0.00028515,0.00028515
17,17.3916,0.75363,1.08286,1.40717,0.99117,0.72727,0.89716,0.73932,0.55551,1.45086,1.3764,0.000303104,0.000303104,0.000303104
18,18.3196,0.7286,1.05111,1.3551,1,0.68016,0.88538,0.7651,0.53547,1.45171,1.37316,0.000320926,0.000320926,0.000320926
19,19.2766,0.81625,1.0722,1.39369,0.83682,0.72727,0.89616,0.73444,0.56418,1.43818,1.36057,0.000338616,0.000338616,0.000338616
20,20.192,0.78279,1.15142,1.41783,0.80164,0.81818,0.92789,0.73521,0.61141,1.38971,1.3395,0.000356174,0.000356174,0.000356174
21,21.0313,0.71826,1.02055,1.38671,0.8599,0.83745,0.94284,0.74845,0.65164,1.30521,1.3127,0.0003736,0.0003736,0.0003736
22,21.8414,0.72786,1.00334,1.35876,0.90167,0.83411,0.97015,0.78234,0.64836,1.20799,1.29131,0.000390894,0.000390894,0.000390894
23,22.6766,0.80103,0.9741,1.41909,0.90167,0.83411,0.97015,0.78234,0.64836,1.20799,1.29131,0.000408056,0.000408056,0.000408056
24,23.5301,0.71539,0.90695,1.28383,0.94405,0.76722,0.95177,0.79115,0.62615,1.13722,1.27646,0.000425086,0.000425086,0.000425086
25,24.364,0.72919,0.90265,1.45036,0.94405,0.76722,0.95177,0.79115,0.62615,1.13722,1.27646,0.000441984,0.000441984,0.000441984
26,25.2075,0.66389,0.83062,1.34069,0.94373,0.76277,0.89775,0.76968,0.60392,1.11345,1.28841,0.00045875,0.00045875,0.00045875
27,25.9825,0.70924,0.99151,1.51576,0.94373,0.76277,0.89775,0.76968,0.60392,1.11345,1.28841,0.000475384,0.000475384,0.000475384
28,26.7949,0.64754,0.92757,1.39602,1,0.72624,0.76376,0.66406,0.70512,1.23269,1.3936,0.000491886,0.000491886,0.000491886
29,27.5792,0.68067,0.86794,1.40851,1,0.72624,0.76376,0.66406,0.70512,1.23269,1.3936,0.000508256,0.000508256,0.000508256
30,28.3876,0.72246,0.94044,1.39945,1,0.72586,0.79169,0.65688,0.77617,1.24986,1.43279,0.000524494,0.000524494,0.000524494
31,29.1627,0.67503,0.87473,1.39208,1,0.72586,0.79169,0.65688,0.77617,1.24986,1.43279,0.0005406,0.0005406,0.0005406
32,29.9541,0.77977,0.94737,1.42823,0.94999,0.86345,0.95073,0.80607,0.70153,1.03532,1.33544,0.000556574,0.000556574,0.000556574
33,30.7902,0.68113,0.89444,1.38548,0.94999,0.86345,0.95073,0.80607,0.70153,1.03532,1.33544,0.000572416,0.000572416,0.000572416
34,31.6416,0.72121,0.92481,1.43851,0.94443,0.95455,0.98657,0.83381,0.69456,0.86807,1.32115,0.000588126,0.000588126,0.000588126
35,32.4559,0.7183,0.89983,1.52913,0.94443,0.95455,0.98657,0.83381,0.69456,0.86807,1.32115,0.000603704,0.000603704,0.000603704
36,33.2842,0.60894,0.78298,1.28989,0.95392,0.94146,0.98611,0.81141,0.73276,0.83786,1.35698,0.00061915,0.00061915,0.00061915
37,34.0508,0.75,0.88446,1.37358,0.95392,0.94146,0.98611,0.81141,0.73276,0.83786,1.35698,0.000634464,0.000634464,0.000634464
38,34.8279,0.78552,0.9188,1.44274,0.91508,0.98012,0.98167,0.78088,0.7949,0.86357,1.50086,0.000649646,0.000649646,0.000649646
39,35.5879,0.75735,0.77975,1.29511,0.91508,0.98012,0.98167,0.78088,0.7949,0.86357,1.50086,0.000664696,0.000664696,0.000664696
40,36.399,0.73913,0.91598,1.40653,0.95019,0.95455,0.98348,0.8068,0.78448,0.82256,1.53183,0.000679614,0.000679614,0.000679614
41,37.2575,0.69266,0.81539,1.43063,0.95019,0.95455,0.98348,0.8068,0.78448,0.82256,1.53183,0.0006944,0.0006944,0.0006944
42,38.0083,0.69496,0.83117,1.428,0.95632,0.99541,0.99109,0.81234,0.72179,0.71863,1.43004,0.000709054,0.000709054,0.000709054
43,38.7945,0.68076,0.83739,1.48288,0.95632,0.99541,0.99109,0.81234,0.72179,0.71863,1.43004,0.000723576,0.000723576,0.000723576
44,39.6663,0.64081,0.74583,1.41434,0.9564,0.99727,0.98935,0.81487,0.69664,0.69791,1.42,0.000737966,0.000737966,0.000737966
45,40.464,0.58509,0.70015,1.26623,0.9564,0.99727,0.98935,0.81487,0.69664,0.69791,1.42,0.000752224,0.000752224,0.000752224
46,41.2662,0.5362,0.65934,1.28826,0.95283,1,0.98717,0.83224,0.62468,0.66195,1.4104,0.00076635,0.00076635,0.00076635
47,42.0125,0.62998,0.71354,1.28846,0.95283,1,0.98717,0.83224,0.62468,0.66195,1.4104,0.000780344,0.000780344,0.000780344
48,42.8107,0.5923,0.63338,1.27488,0.95355,1,0.99326,0.87105,0.57892,0.58536,1.37588,0.000794206,0.000794206,0.000794206
49,43.6076,0.56227,0.65786,1.34386,0.95355,1,0.99326,0.87105,0.57892,0.58536,1.37588,0.000807936,0.000807936,0.000807936
50,44.4718,0.62914,0.78404,1.46514,0.9524,1,0.99109,0.8463,0.61226,0.59345,1.44428,0.000821534,0.000821534,0.000821534
51,45.5801,0.67675,0.7456,1.44892,0.9524,1,0.99109,0.8463,0.61226,0.59345,1.44428,0.000835,0.000835,0.000835
52,46.7768,0.6282,0.71668,1.40217,0.94875,1,0.99109,0.82606,0.65736,0.64573,1.49039,0.000848334,0.000848334,0.000848334
53,47.9605,0.66492,0.67125,1.31827,0.94875,1,0.99109,0.82606,0.65736,0.64573,1.49039,0.000861536,0.000861536,0.000861536
54,49.2622,0.62581,0.64924,1.20706,0.95603,1,0.99326,0.83481,0.65011,0.60799,1.38544,0.000874606,0.000874606,0.000874606
55,50.4928,0.51312,0.63215,1.21172,0.95603,1,0.99326,0.83481,0.65011,0.60799,1.38544,0.000887544,0.000887544,0.000887544
56,51.8211,0.573,0.663,1.27594,1,0.99696,0.995,0.82394,0.6786,0.52936,1.35371,0.00090035,0.00090035,0.00090035
57,53.0148,0.59017,0.60261,1.35568,1,0.99696,0.995,0.82394,0.6786,0.52936,1.35371,0.000913024,0.000913024,0.000913024
58,54.275,0.562,0.59531,1.33174,0.9523,1,0.99326,0.83151,0.68951,0.54332,1.40897,0.000925566,0.000925566,0.000925566
59,55.4258,0.54873,0.5424,1.20939,0.9523,1,0.99326,0.83151,0.68951,0.54332,1.40897,0.000937976,0.000937976,0.000937976
60,56.6561,0.62637,0.62446,1.33874,0.95595,0.98684,0.99109,0.80817,0.69242,0.54918,1.55464,0.000950254,0.000950254,0.000950254
61,57.8396,0.5834,0.4988,1.25349,0.95595,0.98684,0.99109,0.80817,0.69242,0.54918,1.55464,0.0009624,0.0009624,0.0009624
62,59.0677,0.59556,0.55318,1.28762,1,0.99948,0.995,0.83636,0.65251,0.51761,1.49871,0.000974414,0.000974414,0.000974414
63,60.2017,0.61572,0.63955,1.32346,1,0.99948,0.995,0.83636,0.65251,0.51761,1.49871,0.000986296,0.000986296,0.000986296
64,61.3925,0.58042,0.60989,1.3104,0.99773,1,0.995,0.84816,0.61265,0.47276,1.33019,0.000998046,0.000998046,0.000998046
65,62.565,0.58495,0.60603,1.30398,0.99773,1,0.995,0.84816,0.61265,0.47276,1.33019,0.00100966,0.00100966,0.00100966
66,63.7434,0.57023,0.58304,1.21295,0.99773,1,0.995,0.84816,0.61265,0.47276,1.33019,0.00102115,0.00102115,0.00102115
67,64.9893,0.58447,0.66952,1.34204,0.9978,1,0.995,0.85771,0.59513,0.46879,1.29759,0.0010325,0.0010325,0.0010325
68,66.1657,0.50835,0.55549,1.24384,0.9978,1,0.995,0.85771,0.59513,0.46879,1.29759,0.00104373,0.00104373,0.00104373
69,67.3015,0.5668,0.61261,1.32793,0.9978,1,0.995,0.85771,0.59513,0.46879,1.29759,0.00105482,0.00105482,0.00105482
70,68.4857,0.65139,0.67526,1.50802,1,0.99726,0.995,0.83813,0.68662,0.53831,1.4369,0.00106577,0.00106577,0.00106577
71,69.3747,0.54032,0.57468,1.22264,1,0.99726,0.995,0.83813,0.68662,0.53831,1.4369,0.0010766,0.0010766,0.0010766
72,70.1202,0.63599,0.59979,1.30361,1,0.99726,0.995,0.83813,0.68662,0.53831,1.4369,0.00108729,0.00108729,0.00108729
73,70.8975,0.68005,0.68753,1.31685,0.99881,1,0.995,0.82316,0.6995,0.51485,1.42623,0.00109786,0.00109786,0.00109786
74,71.6467,0.6912,0.64844,1.47076,0.99881,1,0.995,0.82316,0.6995,0.51485,1.42623,0.00110829,0.00110829,0.00110829
75,72.373,0.5681,0.59018,1.28637,0.99881,1,0.995,0.82316,0.6995,0.51485,1.42623,0.00111858,0.00111858,0.00111858
76,73.1849,0.58371,0.57715,1.21531,0.99775,1,0.995,0.84238,0.65399,0.49454,1.35374,0.00112875,0.00112875,0.00112875
77,73.9388,0.58512,0.54645,1.32253,0.99775,1,0.995,0.84238,0.65399,0.49454,1.35374,0.00113878,0.00113878,0.00113878
78,74.6812,0.58564,0.53872,1.29884,0.99775,1,0.995,0.84238,0.65399,0.49454,1.35374,0.00114869,0.00114869,0.00114869
79,75.4292,0.61173,0.58642,1.38624,0.99766,1,0.995,0.83293,0.6891,0.50538,1.37482,0.00115846,0.00115846,0.00115846
80,76.1824,0.55889,0.5465,1.31605,0.99766,1,0.995,0.83293,0.6891,0.50538,1.37482,0.00116809,0.00116809,0.00116809
81,76.9272,0.51813,0.50308,1.27208,0.99766,1,0.995,0.83293,0.6891,0.50538,1.37482,0.0011776,0.0011776,0.0011776
82,77.7217,0.55763,0.58786,1.35342,0.95426,1,0.99326,0.80926,0.79507,0.50621,1.50522,0.00118697,0.00118697,0.00118697
83,78.4855,0.62171,0.53333,1.28986,0.95426,1,0.99326,0.80926,0.79507,0.50621,1.50522,0.00119622,0.00119622,0.00119622
84,79.2108,0.60521,0.54333,1.20454,0.95426,1,0.99326,0.80926,0.79507,0.50621,1.50522,0.00120533,0.00120533,0.00120533
85,80.0009,0.61286,0.52743,1.24516,0.99286,1,0.995,0.81855,0.74627,0.49185,1.47751,0.0012143,0.0012143,0.0012143
86,80.7952,0.55224,0.47625,1.23806,0.99286,1,0.995,0.81855,0.74627,0.49185,1.47751,0.00122315,0.00122315,0.00122315
87,81.5468,0.65351,0.64958,1.46727,0.99286,1,0.995,0.81855,0.74627,0.49185,1.47751,0.00123186,0.00123186,0.00123186
88,82.3056,0.56717,0.48801,1.19398,0.99624,1,0.995,0.84743,0.68061,0.48462,1.38246,0.00124045,0.00124045,0.00124045
89,83.059,0.55534,0.52119,1.41403,0.99624,1,0.995,0.84743,0.68061,0.48462,1.38246,0.0012489,0.0012489,0.0012489
90,83.8056,0.58171,0.56642,1.44796,0.99624,1,0.995,0.84743,0.68061,0.48462,1.38246,0.00125721,0.00125721,0.00125721
91,84.565,0.52091,0.528,1.29592,0.99582,1,0.995,0.84575,0.68625,0.48386,1.40339,0.0012654,0.0012654,0.0012654
92,85.3155,0.49239,0.55199,1.29963,0.99582,1,0.995,0.84575,0.68625,0.48386,1.40339,0.00127345,0.00127345,0.00127345
93,86.108,0.59538,0.57006,1.33914,0.99582,1,0.995,0.84575,0.68625,0.48386,1.40339,0.00128138,0.00128138,0.00128138
94,86.8825,0.5557,0.6071,1.40935,0.99564,1,0.995,0.71974,0.87608,0.52545,1.57236,0.00128917,0.00128917,0.00128917
95,87.6771,0.61672,0.5316,1.2772,0.99564,1,0.995,0.71974,0.87608,0.52545,1.57236,0.00129682,0.00129682,0.00129682
96,88.4646,0.7025,0.56333,1.26444,0.99564,1,0.995,0.71974,0.87608,0.52545,1.57236,0.00130435,0.00130435,0.00130435
97,89.2542,0.79456,0.5717,1.39069,0.99489,1,0.995,0.76456,0.82781,0.50876,1.50542,0.00131174,0.00131174,0.00131174
98,90.014,0.60317,0.51712,1.29502,0.99489,1,0.995,0.76456,0.82781,0.50876,1.50542,0.00131901,0.00131901,0.00131901
99,90.7932,0.60664,0.59632,1.29253,0.99489,1,0.995,0.76456,0.82781,0.50876,1.50542,0.00132614,0.00132614,0.00132614
100,91.7871,0.64383,0.55651,1.27091,0.99694,1,0.995,0.85476,0.64877,0.43056,1.26394,0.00133313,0.00133313,0.00133313
101,92.6234,0.49951,0.48242,1.24382,0.99694,1,0.995,0.85476,0.64877,0.43056,1.26394,0.00134,0.00134,0.00134
102,93.3931,0.53136,0.52386,1.30305,0.99694,1,0.995,0.85476,0.64877,0.43056,1.26394,0.0013334,0.0013334,0.0013334
103,94.2263,0.5935,0.5474,1.34494,0.99719,1,0.995,0.85555,0.6685,0.41746,1.29712,0.0013268,0.0013268,0.0013268
104,95.0254,0.71531,0.64742,1.5524,0.99719,1,0.995,0.85555,0.6685,0.41746,1.29712,0.0013202,0.0013202,0.0013202
105,95.7838,0.5519,0.50138,1.30003,0.99719,1,0.995,0.85555,0.6685,0.41746,1.29712,0.0013136,0.0013136,0.0013136
106,96.5541,0.52805,0.46643,1.27727,0.99268,1,0.995,0.82232,0.75951,0.41143,1.52907,0.001307,0.001307,0.001307
107,97.305,0.69539,0.64418,1.4504,0.99268,1,0.995,0.82232,0.75951,0.41143,1.52907,0.0013004,0.0013004,0.0013004
108,98.1297,0.60846,0.56982,1.22494,0.99268,1,0.995,0.82232,0.75951,0.41143,1.52907,0.0012938,0.0012938,0.0012938
109,98.9198,0.53487,0.50087,1.25916,0.99478,1,0.995,0.8133,0.80098,0.40722,1.63921,0.0012872,0.0012872,0.0012872
110,99.6928,0.54805,0.49027,1.19123,0.99478,1,0.995,0.8133,0.80098,0.40722,1.63921,0.0012806,0.0012806,0.0012806
111,100.517,0.63596,0.52687,1.30546,0.99478,1,0.995,0.8133,0.80098,0.40722,1.63921,0.001274,0.001274,0.001274
112,101.267,0.60992,0.52049,1.35754,0.99447,1,0.995,0.83338,0.73341,0.42144,1.45216,0.0012674,0.0012674,0.0012674
113,102.038,0.6145,0.59782,1.4056,0.99447,1,0.995,0.83338,0.73341,0.42144,1.45216,0.0012608,0.0012608,0.0012608
114,102.786,0.51498,0.47992,1.24878,0.99447,1,0.995,0.83338,0.73341,0.42144,1.45216,0.0012542,0.0012542,0.0012542
115,103.573,0.55155,0.47267,1.28129,0.9936,1,0.995,0.82974,0.73164,0.43425,1.39784,0.0012476,0.0012476,0.0012476
116,104.354,0.54029,0.50205,1.29244,0.9936,1,0.995,0.82974,0.73164,0.43425,1.39784,0.001241,0.001241,0.001241
117,105.107,0.55796,0.4849,1.26441,0.9936,1,0.995,0.82974,0.73164,0.43425,1.39784,0.0012344,0.0012344,0.0012344
118,105.902,0.50421,0.45419,1.22303,0.99286,1,0.995,0.81001,0.82218,0.45194,1.53712,0.0012278,0.0012278,0.0012278
119,106.67,0.55487,0.5085,1.31545,0.99286,1,0.995,0.81001,0.82218,0.45194,1.53712,0.0012212,0.0012212,0.0012212
120,107.427,0.51932,0.50327,1.40038,0.99286,1,0.995,0.81001,0.82218,0.45194,1.53712,0.0012146,0.0012146,0.0012146
121,108.239,0.5295,0.46496,1.23901,0.99189,1,0.995,0.80564,0.83123,0.47735,1.52017,0.001208,0.001208,0.001208
122,109.015,0.51523,0.44932,1.24975,0.99189,1,0.995,0.80564,0.83123,0.47735,1.52017,0.0012014,0.0012014,0.0012014
123,109.771,0.54066,0.46967,1.30819,0.99189,1,0.995,0.80564,0.83123,0.47735,1.52017,0.0011948,0.0011948,0.0011948
124,110.533,0.54464,0.4653,1.25029,0.99692,1,0.995,0.831,0.7642,0.46018,1.44064,0.0011882,0.0011882,0.0011882
125,111.297,0.458,0.45986,1.16314,0.99692,1,0.995,0.831,0.7642,0.46018,1.44064,0.0011816,0.0011816,0.0011816
126,112.065,0.50836,0.47807,1.28142,0.99692,1,0.995,0.831,0.7642,0.46018,1.44064,0.001175,0.001175,0.001175
127,112.821,0.49927,0.48933,1.30186,0.99731,1,0.995,0.83541,0.74133,0.44828,1.46577,0.0011684,0.0011684,0.0011684
128,113.589,0.48549,0.48457,1.34547,0.99731,1,0.995,0.83541,0.74133,0.44828,1.46577,0.0011618,0.0011618,0.0011618
129,114.356,0.48347,0.45848,1.23081,0.99731,1,0.995,0.83541,0.74133,0.44828,1.46577,0.0011552,0.0011552,0.0011552
130,115.128,0.55054,0.55453,1.3948,1,0.99304,0.995,0.83403,0.74524,0.46636,1.49278,0.0011486,0.0011486,0.0011486
131,115.864,0.53178,0.50289,1.27085,1,0.99304,0.995,0.83403,0.74524,0.46636,1.49278,0.001142,0.001142,0.001142
132,116.598,0.45971,0.43463,1.17172,1,0.99304,0.995,0.83403,0.74524,0.46636,1.49278,0.0011354,0.0011354,0.0011354
133,117.358,0.46579,0.41576,1.2521,0.95475,1,0.99326,0.81967,0.76862,0.50841,1.48019,0.0011288,0.0011288,0.0011288
134,118.127,0.52566,0.51348,1.24229,0.95475,1,0.99326,0.81967,0.76862,0.50841,1.48019,0.0011222,0.0011222,0.0011222
135,118.87,0.5526,0.50231,1.32725,0.95475,1,0.99326,0.81967,0.76862,0.50841,1.48019,0.0011156,0.0011156,0.0011156
136,119.645,0.50666,0.49291,1.34815,0.91444,1,0.98167,0.7989,0.76274,0.52038,1.43975,0.001109,0.001109,0.001109
137,120.388,0.51513,0.51503,1.28877,0.91444,1,0.98167,0.7989,0.76274,0.52038,1.43975,0.0011024,0.0011024,0.0011024
138,121.146,0.5265,0.51797,1.2569,0.91444,1,0.98167,0.7989,0.76274,0.52038,1.43975,0.0010958,0.0010958,0.0010958
139,121.974,0.4847,0.43099,1.20412,0.91514,1,0.98167,0.82016,0.74249,0.50118,1.45057,0.0010892,0.0010892,0.0010892
140,122.808,0.56762,0.48463,1.31964,0.91514,1,0.98167,0.82016,0.74249,0.50118,1.45057,0.0010826,0.0010826,0.0010826
141,123.547,0.45341,0.48264,1.23455,0.91514,1,0.98167,0.82016,0.74249,0.50118,1.45057,0.001076,0.001076,0.001076
142,124.436,0.48377,0.4931,1.2399,0.95296,1,0.99326,0.82557,0.71795,0.47066,1.4305,0.0010694,0.0010694,0.0010694
143,125.24,0.49691,0.44314,1.29162,0.95296,1,0.99326,0.82557,0.71795,0.47066,1.4305,0.0010628,0.0010628,0.0010628
144,126.008,0.47121,0.43055,1.22034,0.95296,1,0.99326,0.82557,0.71795,0.47066,1.4305,0.0010562,0.0010562,0.0010562
145,126.843,0.54448,0.49102,1.24403,0.91665,0.99984,0.98167,0.81061,0.75957,0.46459,1.47867,0.0010496,0.0010496,0.0010496
146,127.621,0.50692,0.4262,1.14879,0.91665,0.99984,0.98167,0.81061,0.75957,0.46459,1.47867,0.001043,0.001043,0.001043
147,128.438,0.41058,0.36907,1.20659,0.91665,0.99984,0.98167,0.81061,0.75957,0.46459,1.47867,0.0010364,0.0010364,0.0010364
148,129.254,0.45087,0.44178,1.20845,0.95609,0.99014,0.98717,0.80695,0.79139,0.47654,1.49931,0.0010298,0.0010298,0.0010298
149,130.015,0.48594,0.46469,1.39513,0.95609,0.99014,0.98717,0.80695,0.79139,0.47654,1.49931,0.0010232,0.0010232,0.0010232
